grant_number,hc_name,hc_type,hq_city,hq_state,hq_zip,operator_type,site_count,active_sites,county_count
H80CS02326,BAY AREA COMMUNITY HEALTH,Federally Qualified Health Center (FQHC),Fremont,CA,94538-4375,"Corporate Entity, Federal Tax Exempt",38,38,2
H80CS12851,"ALL FOR HEALTH, HEALTH FOR ALL, INC.",Federally Qualified Health Center (FQHC),Glendale,CA,91205-1110,"Corporate Entity, Federal Tax Exempt",18,18,3
H80CS00317,FAMILY HEALTHCARE CENTER,Federally Qualified Health Center (FQHC),Fargo,ND,58102-4835,"Corporate Entity, Federal Tax Exempt",9,9,4
H80CS00812,"LA MAESTRA FAMILY CLINIC, INC.",Federally Qualified Health Center (FQHC),San Diego,CA,92105-1608,"Corporate Entity, Federal Tax Exempt",31,31,1
H80CS24198,MARILLAC COMMUNITY HEALTH CENTERS,Federally Qualified Health Center (FQHC),New Orleans,LA,70118-4307,"Corporate Entity, Federal Tax Exempt",39,39,4
H80CS00397,"LOWELL COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Lowell,MA,01852-2103,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS26604,NEIGHBORHOOD OUTREACH ACCESS TO HEALTH,Federally Qualified Health Center (FQHC),Phoenix,AZ,85020-4660,"Corporate Entity, Federal Tax Exempt",8,8,1
H80CS33646,"KCS, INC.",Federally Qualified Health Center (FQHC),Anaheim,CA,92805-2912,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS12885,"HOUSTON AREA COMMUNITY SERVICES, INC.",Federally Qualified Health Center (FQHC),Houston,TX,77008-5200,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS00559,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,Federally Qualified Health Center (FQHC),Juneau,AK,99801-7837,"Corporate Entity, Federal Tax Exempt",27,27,6
H80CS33907,"BLUEGRASS PRIMARY HEALTH CARE CENTER, INC.",Federally Qualified Health Center (FQHC),Lexington,KY,40504-1795,Other,7,7,2
LALCS31600,THE WAHIAWA CENTER FOR COMMUNITY HEALTH,Federally Qualified Health Center (FQHC) Look-Alike,WAHIAWA,HI,96786,NA,8,8,1
H80CS00581,THIRD STREET COMMUNITY CLINIC INC,Federally Qualified Health Center (FQHC),Mansfield,OH,44906-2633,"Corporate Entity, Federal Tax Exempt",14,14,4
H80CS04202,MARY'S CENTER FOR MATERNAL AND CHILD CARE INC.,Federally Qualified Health Center (FQHC),Washington,DC,20009-2627,"Corporate Entity, Federal Tax Exempt",30,30,3
H80CS00201,HEALTHSOURCE OF OHIO INC,Federally Qualified Health Center (FQHC),Loveland,OH,45140-6966,"Corporate Entity, Federal Tax Exempt",23,23,8
H80CS04286,Stigler Health and Wellness Center Inc.,Federally Qualified Health Center (FQHC),Stigler,OK,74462-2804,"Corporate Entity, Federal Tax Exempt",28,28,11
H80CS04291,PENOBSCOT COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Bangor,ME,04401-4330,"Corporate Entity, Federal Tax Exempt",38,38,3
H80CS00759,LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Medford,OR,97504-4127,"Corporate Entity, Federal Tax Exempt",33,33,1
LALCS31537,"Adult and Child Health, Inc.",Federally Qualified Health Center (FQHC) Look-Alike,INDIANAPOLIS,IN,46227,NA,20,20,3
H80CS00254,LINCOLN COUNTY PRIMARY CARE CENTER INC,Federally Qualified Health Center (FQHC),Hamlin,WV,25523-1138,"Corporate Entity, Federal Tax Exempt",28,28,7
H80CS00135,"HORIZON HEALTH CARE, INC",Federally Qualified Health Center (FQHC),Howard,SD,57349,"Corporate Entity, Federal Tax Exempt",26,26,16
H80CS00199,ECHO COMMUNITY HEALTH CARE,Federally Qualified Health Center (FQHC),Evansville,IN,47713-1252,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS00460,PALMETTO HEALTH COUNCIL INC,Federally Qualified Health Center (FQHC),Palmetto,GA,30268-1138,"Corporate Entity, Federal Tax Exempt",8,8,6
H80CS00416,UNITED COMMUNITY HEALTH CENTER-MARIA AUXILIADORA INC,Federally Qualified Health Center (FQHC),Green Valley,AZ,85614-0502,"Corporate Entity, Federal Tax Exempt",15,15,1
H80CS12867,"HARBOR HOMES, INC.",Federally Qualified Health Center (FQHC),Nashua,NH,03062-3161,"Corporate Entity, Federal Tax Exempt",13,13,1
H80CS00145,"SOUTH COUNTY COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),East Palo Alto,CA,94303-1312,"Corporate Entity, Federal Tax Exempt",17,17,2
H80CS00045,SACRAMENTO COUNTY PRIMARY,Federally Qualified Health Center (FQHC),Sacramento,CA,95820-1527,U.S. Government Entity,35,35,1
H80CS08764,MOREHOUSE COMMUNITY MEDICAL CENTERS INC,Federally Qualified Health Center (FQHC),Bastrop,LA,71220-3846,"Corporate Entity, Federal Tax Exempt",18,18,3
H80CS26617,VIA CARE COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Los Angeles,CA,90022-2621,"Corporate Entity, Federal Tax Exempt",27,27,1
H80CS04432,KENTUCKY RIVER FOOTHILLS DEVELOPMENT COUNCIL,Federally Qualified Health Center (FQHC),Richmond,KY,40475,"Corporate Entity, Federal Tax Exempt",7,7,3
H80CS02457,HEARTLAND COMMUNITY HEALTH CLINIC INC,Federally Qualified Health Center (FQHC),Peoria,IL,61604-3168,"Corporate Entity, Federal Tax Exempt",11,11,2
H80CS12877,"CARING HANDS HEALTHCARE CENTERS, INC.",Federally Qualified Health Center (FQHC),Mcalester,OK,74501-7606,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS35351,WELL CARE COMMUNITY HEALTH INC,Federally Qualified Health Center (FQHC),Richmond,IN,47374-4208,"Corporate Entity, Not Federal Tax Exempt",5,5,3
H80CS00511,GREATER NEW BEDFORD COMMUNITY HEALTH CENTER INC,Federally Qualified Health Center (FQHC),New Bedford,MA,02740-6232,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS25684,HEALTH CARE DISTRICT OF PALM BEACH COUNTY,Federally Qualified Health Center (FQHC),West Palm Beach,FL,33401-3429,U.S. Government Entity,13,13,1
LALCS49935,LIBERTY RESOURCES INC,Federally Qualified Health Center (FQHC) Look-Alike,SYRACUSE,NY,13203,NA,3,3,2
H80CS28956,"VALLE DEL SOL, INC",Federally Qualified Health Center (FQHC),Phoenix,AZ,85014,"Corporate Entity, Federal Tax Exempt",36,36,1
H80CS06652,"CABARRUS COMMUNITY HEALTH CENTERS, INC.",Federally Qualified Health Center (FQHC),Concord,NC,28025-4615,"Corporate Entity, Federal Tax Exempt",14,14,3
H80CS04200,INFINITY HEALTH,Federally Qualified Health Center (FQHC),Leon,IA,50144-1206,"Corporate Entity, Federal Tax Exempt",21,21,9
H80CS00212,PEAK VISTA COMMUNITY HEALTH CENTERS,Federally Qualified Health Center (FQHC),Colorado Springs,CO,80917-5152,"Corporate Entity, Federal Tax Exempt",25,25,4
H80CS00834,ACCESS COMMUNITY HEALTH NETWORK,Federally Qualified Health Center (FQHC),Chicago,IL,60661-1259,"Corporate Entity, Federal Tax Exempt",37,37,2
H80CS00730,EAU CLAIRE COOPERATIVE HEALTH CENTER,Federally Qualified Health Center (FQHC),Columbia,SC,29210-3825,"Corporate Entity, Federal Tax Exempt",21,21,5
H80CS00372,FREDERIKSTED HEALTH CARE INC,Federally Qualified Health Center (FQHC),Frederiksted,VI,00840,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS02470,DEPARTMENT OF HEALTH,Federally Qualified Health Center (FQHC),PAGO PAGO,AS,96799,U.S. Government Entity,8,8,1
H80CS10590,"MIDTOWN HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Norfolk,NE,68701-5248,"Corporate Entity, Federal Tax Exempt",20,20,5
H80CS08217,"LONGVIEW WELLNESS CENTER, INC",Federally Qualified Health Center (FQHC),Longview,TX,75601-5602,"Corporate Entity, Federal Tax Exempt",32,32,4
H80CS08225,Frontera Healthcare Network,Federally Qualified Health Center (FQHC),Menard,TX,76859-2710,"Corporate Entity, Federal Tax Exempt",15,15,5
H80CS00539,COMMUNITY HEALTH ALLIANCE,Federally Qualified Health Center (FQHC),Reno,NV,89502-4113,"Corporate Entity, Federal Tax Exempt",10,10,1
H80CS26607,GREENVILLE RANCHERIA TRIBAL HEALTH PROGRAM,Federally Qualified Health Center (FQHC),Greenville,CA,95947-9514,Other,4,4,1
H80CS00029,CARE ALLIANCE HEALTH CENTER,Federally Qualified Health Center (FQHC),Cleveland,OH,44114-2004,"Corporate Entity, Federal Tax Exempt",12,12,1
H80CS00359,"GARDNER FAMILY HEALTH NETWORK, INC",Federally Qualified Health Center (FQHC),San Jose,CA,95112-5865,"Corporate Entity, Federal Tax Exempt",16,16,2
H80CS00707,RURAL HEALTH CORPORATION OF NORTHEASTERN PENNSYLVANIA,Federally Qualified Health Center (FQHC),Wilkes Barre,PA,18702-6970,"Corporate Entity, Federal Tax Exempt",11,11,3
LALCS00174,LEGACY MEDICAL CARE,Federally Qualified Health Center (FQHC) Look-Alike,ARLINGTON HEIGHTS,IL,60005,NA,4,4,3
H80CS08760,Wayne Memorial Community Health Centers,Federally Qualified Health Center (FQHC),Honesdale,PA,18431-1498,"Corporate Entity, Federal Tax Exempt",21,21,4
LALCS33817,GOOD SAMARITAN FAMILY HEALTH CENTER INC,Federally Qualified Health Center (FQHC) Look-Alike,VINCENNES,IN,47591,NA,27,27,4
LALCS49936,"OVP HEALTH CARE, INC.",Federally Qualified Health Center (FQHC) Look-Alike,PROCTORVILLE,OH,45669,NA,7,7,5
H80CS28991,"THE R.O.A.D.S. FOUNDATION, INC.",Federally Qualified Health Center (FQHC),Compton,CA,90221-3423,"Corporate Entity, Federal Tax Exempt",9,9,1
H80CS33657,HIGHLAND HEALTH PROVIDERS CORP,Federally Qualified Health Center (FQHC),Hillsboro,OH,45133-8496,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS00657,SAN BERNARDINO PUBLIC HEALTH,Federally Qualified Health Center (FQHC),San Bernardino,CA,92408-3614,U.S. Government Entity,7,7,1
H80CS00610,"SOUTHEAST MISSISSIPPI RURAL HEALTH INITIATIVE, INC.",Federally Qualified Health Center (FQHC),Hattiesburg,MS,39401-7806,"Corporate Entity, Federal Tax Exempt",41,41,5
H80CS00761,MINNIE HAMILTON HEALTH CARE CENTER INC,Federally Qualified Health Center (FQHC),Grantsville,WV,26147-7100,"Corporate Entity, Not Federal Tax Exempt",14,14,2
LALCS47057,"LIFE COAST COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC) Look-Alike,THIBODAUX,LA,70301,NA,4,4,2
H80CS00324,University of Illinois,Federally Qualified Health Center (FQHC),Chicago,IL,60612-4305,U.S. Government Entity,12,12,2
H80CS06668,"REGIONAL HEALTH CARE CLINIC, INC.",Federally Qualified Health Center (FQHC),Sedalia,MO,65301-2102,"Corporate Entity, Federal Tax Exempt",23,23,5
H80CS06673,"JWCH INSTITUTE, INC.",Federally Qualified Health Center (FQHC),Commerce,CA,90040-1482,"Corporate Entity, Federal Tax Exempt",47,47,1
H80CS22687,SANOS CORP,Federally Qualified Health Center (FQHC),Caguas,PR,00725,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS26798,"GIFFORD HEALTH CARE, INC.",Federally Qualified Health Center (FQHC),Randolph,VT,05060-1381,"Corporate Entity, Federal Tax Exempt",12,12,3
H80CS00695,"HPM FOUNDATION, INC",Federally Qualified Health Center (FQHC),San Juan,PR,00915-3822,"Corporate Entity, Federal Tax Exempt",11,11,5
H80CS00153,"CHARTER OAK HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Hartford,CT,06106-1541,"Corporate Entity, Federal Tax Exempt",20,20,1
H80CS33659,MY COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Canton,OH,44710-1709,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS08776,VALLEY PROFESSIONALS COMMUNITY HEALTH CENTER INC,Federally Qualified Health Center (FQHC),Clinton,IN,47842-2493,"Corporate Entity, Federal Tax Exempt",16,16,4
LALCS48993,3C COMMUNITY CLINIC,Federally Qualified Health Center (FQHC) Look-Alike,LOS ANGELES,CA,90006,NA,2,2,1
H80CS04288,River Valley Primary Care Services,Federally Qualified Health Center (FQHC),Ratcliff,AR,72951-9000,"Corporate Entity, Federal Tax Exempt",17,17,5
H80CS12850,"HEALTH OPPORTUNITIES FOR THE PEOPLE OF EAST TEXAS, INC.",Federally Qualified Health Center (FQHC),Tenaha,TX,75974-5413,"Corporate Entity, Federal Tax Exempt",9,9,5
H80CS08775,LANAI COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Lanai City,HI,96763-8035,"Corporate Entity, Federal Tax Exempt",1,1,1
H80CS00684,HACKLEY COMMUNITY CARE CENTER INC,Federally Qualified Health Center (FQHC),Muskegon,MI,49444-2157,"Corporate Entity, Federal Tax Exempt",25,25,1
H80CS00737,ONEWORLD COMMUNITY HEALTH CENTERS INC,Federally Qualified Health Center (FQHC),Omaha,NE,68107-1656,"Corporate Entity, Federal Tax Exempt",29,29,3
H80CS00408,"GULF COAST HEALTH CENTER, INC",Federally Qualified Health Center (FQHC),Port Arthur,TX,77640-2825,"Corporate Entity, Federal Tax Exempt",10,10,4
H80CS00762,OCOEE REGIONAL HEALTH CORP,Federally Qualified Health Center (FQHC),Benton,TN,37307-4818,"Corporate Entity, Federal Tax Exempt",6,6,6
H80CS00604,"ST. CHARLES HEALTH COUNCIL, INC.",Federally Qualified Health Center (FQHC),Jonesville,VA,24263-1215,"Corporate Entity, Federal Tax Exempt",15,15,6
H80CS00139,NORTHEAST VALLEY HEALTH CORPORATION,Federally Qualified Health Center (FQHC),San Fernando,CA,91340-1300,"Corporate Entity, Federal Tax Exempt",51,51,1
H80CS04290,"St. Francis House NWA, Inc.",Federally Qualified Health Center (FQHC),Springdale,AR,72764-4469,"Corporate Entity, Federal Tax Exempt",31,31,3
LALCS53448,"SAFE HARBOR MEDICAL, INC.",Federally Qualified Health Center (FQHC) Look-Alike,LAS VEGAS,NV,89128,NA,4,4,2
H80CS01128,SOUTHCENTRAL FOUNDATION,Federally Qualified Health Center (FQHC),Anchorage,AK,99508-5919,"Corporate Entity, Federal Tax Exempt",18,18,7
H80CS06667,"COMMUNITY HEALTH CENTER OF FORT DODGE, INC.",Federally Qualified Health Center (FQHC),Fort Dodge,IA,50501-3915,"Corporate Entity, Federal Tax Exempt",6,6,4
H80CS00828,ST JAMES HEALTH & WELLNESS INC,Federally Qualified Health Center (FQHC),Mc Clellanville,SC,29458-9405,"Corporate Entity, Federal Tax Exempt",11,11,2
H80CS00703,BIG SPRINGS MEDICAL ASSOCIATION INC.,Federally Qualified Health Center (FQHC),Ellington,MO,63638-9400,"Corporate Entity, Federal Tax Exempt",38,38,7
H80CS08765,CRESCENT COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Dubuque,IA,52001-3679,"Corporate Entity, Federal Tax Exempt",6,6,1
H80CS00189,"THE CINCINNATI HEALTH NETWORK, INC.",Federally Qualified Health Center (FQHC),Cincinnati,OH,45202-6625,"Corporate Entity, Federal Tax Exempt",10,10,1
H80CS07502,LEGACY COMMUNITY HEALTH SERVICES INC,Federally Qualified Health Center (FQHC),Houston,TX,77006-2602,"Corporate Entity, Federal Tax Exempt",64,64,3
H80CS26803,NEIGHBORHOOD MEDICAL CENTER INC.,Federally Qualified Health Center (FQHC),Tallahassee,FL,32301-1095,"Corporate Entity, Federal Tax Exempt",7,7,2
H80CS30716,COUNTY OF KNOX,Federally Qualified Health Center (FQHC),Mount Vernon,OH,43050-9084,U.S. Government Entity,10,10,2
H80CS28353,LIFESPRING INC,Federally Qualified Health Center (FQHC),Jeffersonville,IN,47130-3452,"Corporate Entity, Federal Tax Exempt",17,17,7
H80CS11298,TRAVIS COUNTY HEALTHCARE DISTRICT,Federally Qualified Health Center (FQHC),Austin,TX,78702-4209,U.S. Government Entity,34,34,3
H80CS00632,"NORTHERN COUNTIES HEALTH CARE, INC.",Federally Qualified Health Center (FQHC),Saint Johnsbury,VT,05819-9811,"Corporate Entity, Federal Tax Exempt",11,11,3
H80CS28364,CARES COMMUNITY HEALTH,Federally Qualified Health Center (FQHC),Sacramento,CA,95811-5216,"Corporate Entity, Federal Tax Exempt",7,7,1
H80CS24113,ELICA HEALTH CTR,Federally Qualified Health Center (FQHC),W Sacramento,CA,95691-3737,"Corporate Entity, Federal Tax Exempt",16,16,2
H80CS12872,WELLSPACE HEALTH,Federally Qualified Health Center (FQHC),Sacramento,CA,95815-4227,"Corporate Entity, Federal Tax Exempt",33,33,3
H80CS12891,"FIRST CARE CLINIC, INC.",Federally Qualified Health Center (FQHC),Hays,KS,67601-3613,"Corporate Entity, Federal Tax Exempt",3,3,1
H80CS00448,CANYONLANDS COMMUNITY HEALTH CARE,Federally Qualified Health Center (FQHC),Page,AZ,86040-7501,"Corporate Entity, Federal Tax Exempt",14,14,7
H80CS08221,"HEART CITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Elkhart,IN,46516-4666,"Corporate Entity, Federal Tax Exempt",4,4,1
H80CS31892,"CENTERPLACE HEALTH, INC",Federally Qualified Health Center (FQHC),Sarasota,FL,34234-8666,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS26513,FIRSTMED HEALTH AND WELLNESS CENTER,Federally Qualified Health Center (FQHC),Las Vegas,NV,89148-1307,"Corporate Entity, Federal Tax Exempt",5,5,1
H80CS33643,ALTAPOINTE HEALTH SYSTEMS INC,Federally Qualified Health Center (FQHC),Mobile,AL,36693-3316,"Corporate Entity, Federal Tax Exempt",9,9,3
H80CS24199,SHARE OUR SELVES CORPORATION,Federally Qualified Health Center (FQHC),Costa Mesa,CA,92627-3653,"Corporate Entity, Federal Tax Exempt",14,14,1
H80CS00249,"ALLIANCE MEDICAL CENTER, INC",Federally Qualified Health Center (FQHC),Healdsburg,CA,95448-3314,"Corporate Entity, Federal Tax Exempt",8,8,1
H80CS18278,RAINELLE MEDICAL CENTER,Federally Qualified Health Center (FQHC),Rainelle,WV,25962-1064,"Corporate Entity, Federal Tax Exempt",32,32,4
H80CS08773,UNITY CARE NORTHWEST,Federally Qualified Health Center (FQHC),Bellingham,WA,98225-4642,"Corporate Entity, Federal Tax Exempt",8,8,1
H80CS00795,HEALTH SERVICES INC,Federally Qualified Health Center (FQHC),Montgomery,AL,36107-2613,"Corporate Entity, Federal Tax Exempt",15,15,6
H80CS00108,BALDWIN FAMILY HEALTH CARE,Federally Qualified Health Center (FQHC),Baldwin,MI,49304-9406,"Corporate Entity, Federal Tax Exempt",19,19,7
H80CS00367,MOUNTAIN COMPREHENSIVE HEALTH CORPORATION,Federally Qualified Health Center (FQHC),Whitesburg,KY,41858-7346,"Corporate Entity, Federal Tax Exempt",35,35,8
H80CS00302,"BOUNDARY REGIONAL COMMUNITY HEALTH CENTER, INC",Federally Qualified Health Center (FQHC),Sandpoint,ID,83864-1425,"Corporate Entity, Federal Tax Exempt",20,20,2
LALCS45056,VALLEY HEALTH PARTNERS COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC) Look-Alike,ALLENTOWN,PA,18104,NA,20,20,3
H80CS00463,"Community Health Centers Of Pinellas, Inc.",Federally Qualified Health Center (FQHC),Clearwater,FL,33760-3758,"Corporate Entity, Federal Tax Exempt",21,21,1
H80CS00679,ALCONA CITIZENS FOR HEALTH INC,Federally Qualified Health Center (FQHC),Alpena,MI,49707-2929,"Corporate Entity, Federal Tax Exempt",37,37,6
LALCS32751,219 HEALTH NETWORK INC,Federally Qualified Health Center (FQHC) Look-Alike,EAST CHICAGO,IN,46312,NA,32,32,2
H80CS00493,NEW HEALTH PROGRAMS ASSOCIATION,Federally Qualified Health Center (FQHC),Chewelah,WA,99109-8964,"Corporate Entity, Federal Tax Exempt",13,13,2
H80CS00376,SOUTHEAST ALABAMA RURAL HEALTH ASSOCIATE,Federally Qualified Health Center (FQHC),Troy,AL,36079-6020,Other,14,14,9
H80CS00711,RURAL HEALTH INC,Federally Qualified Health Center (FQHC),Anna,IL,62906-1697,"Corporate Entity, Federal Tax Exempt",5,5,3
H80CS24098,SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE,Federally Qualified Health Center (FQHC),Springfield,IL,62702-4933,U.S. Government Entity,17,17,8
H80CS00323,CONCILIO DE SALUD INTEGRAL DE LOIZA INC,Federally Qualified Health Center (FQHC),Canóvanas,PR,00729,"Corporate Entity, Federal Tax Exempt",5,5,5
LALCS43504,PHYSICIANS CARE OF CLARKE,Federally Qualified Health Center (FQHC) Look-Alike,CAMDEN,AL,36726,NA,6,6,4
H80CS26627,"SERVE THE PEOPLE, INC",Federally Qualified Health Center (FQHC),Santa Ana,CA,92701-2641,"Corporate Entity, Federal Tax Exempt",12,12,1
H80CS00848,"NORTHEASTERN OKLAHOMA COMMUNITY HEALTH CENTERS, INC.",Federally Qualified Health Center (FQHC),Hulbert,OK,74441-8902,"Corporate Entity, Federal Tax Exempt",18,18,4
H80CS00320,COMMUNITY HEALTH CENTERS OF OKLAHOMA,Federally Qualified Health Center (FQHC),Spencer,OK,73084-9167,"Corporate Entity, Federal Tax Exempt",12,12,5
H80CS00542,COWLITZ FAMILY HEALTH CENTER,Federally Qualified Health Center (FQHC),Longview,WA,98632-2509,"Corporate Entity, Federal Tax Exempt",11,11,3
H80CS26564,SOUTH CENTRAL MISSOURI COMMUNITY HEALTH CENTER,Federally Qualified Health Center (FQHC),Rolla,MO,65401-3398,"Corporate Entity, Federal Tax Exempt",13,13,4
H80CS28351,FAMILY HEALTH SERVICES OF ERIE COUNTY,Federally Qualified Health Center (FQHC),Sandusky,OH,44870-4788,"Corporate Entity, Federal Tax Exempt",27,27,2
H80CS24132,COUNTY OF KNOX,Federally Qualified Health Center (FQHC),Galesburg,IL,61401-2436,U.S. Government Entity,1,1,1
H80CS00264,"The Children's Clinic, Serving Children And Their Families",Federally Qualified Health Center (FQHC),Long Beach,CA,90806-2784,"Corporate Entity, Federal Tax Exempt",15,15,1
H80CS00668,INDIANA HEALTH CENTERS INCORPORATED,Federally Qualified Health Center (FQHC),Indianapolis,IN,46250-1946,"Corporate Entity, Federal Tax Exempt",22,22,12
H80CS24171,"GREATER SIOUX COMMUNITY HEALTH CENTER, INC.",Federally Qualified Health Center (FQHC),Sioux Center,IA,51250-1870,"Corporate Entity, Federal Tax Exempt",8,8,1
H80CS00159,HUDSON HEADWATERS HEALTH NETWORK,Federally Qualified Health Center (FQHC),Queensbury,NY,12804-7880,"Corporate Entity, Federal Tax Exempt",34,34,7
H80CS00541,SUNCOAST COMMUNITY HEALTH CENTERS INC,Federally Qualified Health Center (FQHC),Brandon,FL,33511-2815,"Corporate Entity, Federal Tax Exempt",15,15,2
